trait,chr,block_id,candidate,delta,r2,m
Asthma,22,20,EAS,0.01,0.9649454637568,110
Asthma,22,20,AFR,0.01,0.936987682800412,110
Asthma,22,20,CSA,0.01,0.965341573038505,110
Asthma,22,20,AMR,0.01,0.974228926348885,110
Asthma,22,20,MELD_lambda0_afproj,0.1,0.980996553570569,110
Asthma,22,20,MELD_lambda0_reportN,0.1,0.980882020076317,110
Asthma,22,20,MELD_lambda0_equal,0.1,0.969635305769449,110
Asthma,22,20,MELD_lambda1_afproj,0.1,0.980500402588281,110
Asthma,22,20,EUR,0.1,0.982501165315827,110
Asthma,22,20,EAS,0.1,0.961895105011391,110
Asthma,22,20,AFR,0.1,0.956018277901012,110
Asthma,22,20,CSA,0.1,0.956254398379522,110
Asthma,22,20,AMR,0.1,0.96636586436539,110
Asthma,22,21,MELD_lambda0_afproj,0.001,0.890573226542114,51
Asthma,22,21,MELD_lambda0_reportN,0.001,0.894322047852146,51
Asthma,22,21,MELD_lambda0_equal,0.001,0.879515183281334,51
Asthma,22,21,MELD_lambda1_afproj,0.001,0.883108849675198,51
Asthma,22,21,EUR,0.001,0.874039409183255,51
Asthma,22,21,EAS,0.001,0.756115207955315,51
Asthma,22,21,AFR,0.001,0.753361565789691,51
Asthma,22,21,CSA,0.001,0.808024326086852,51
Asthma,22,21,AMR,0.001,0.939002378257394,51
Asthma,22,21,MELD_lambda0_afproj,0.01,0.868771468081071,51
Asthma,22,21,MELD_lambda0_reportN,0.01,0.875599797576636,51
Asthma,22,21,MELD_lambda0_equal,0.01,0.881642041491526,51
Asthma,22,21,MELD_lambda1_afproj,0.01,0.866310183913537,51
Asthma,22,21,EUR,0.01,0.88149561802017,51
Asthma,22,21,EAS,0.01,0.747673449454259,51
Asthma,22,21,AFR,0.01,0.783618725694326,51
Asthma,22,21,CSA,0.01,0.808346151959424,51
