chr,block_id,w_eur,af_bin,m_bin,af_bin_lo,af_bin_hi,delta,r2_l0,r2_l1,diff
22,9,0.75,1,245,0.000532217170834064,0.0696898496240602,0.01,0.966435524865487,0.964554331316258,-0.00188119354922867
22,9,0.75,1,245,0.000532217170834064,0.0696898496240602,0.1,0.967444398014709,0.96601494357422,-0.00142945444048892
22,9,0.75,2,244,0.0696898496240602,0.185064040916244,0.001,0.929885327109006,0.928191539725446,-0.00169378738356052
22,9,0.75,2,244,0.0696898496240602,0.185064040916244,0.01,0.933606972613947,0.932532716330269,-0.0010742562836783
22,9,0.75,2,244,0.0696898496240602,0.185064040916244,0.1,0.9369362914997,0.935345575198778,-0.00159071630092178
22,9,0.75,3,244,0.185064040916244,0.607605132016087,0.001,0.954046843710494,0.952105845534779,-0.00194099817571491
22,9,0.75,3,244,0.185064040916244,0.607605132016087,0.01,0.957410109107611,0.955172045860266,-0.00223806324734399
22,9,0.75,3,244,0.185064040916244,0.607605132016087,0.1,0.944941348565231,0.938258935503963,-0.00668241306126893
22,9,0.5,1,245,0.000532217170834064,0.0696898496240602,0.001,0.939273336922415,0.935571817246467,-0.00370151967594845
22,9,0.5,1,245,0.000532217170834064,0.0696898496240602,0.01,0.944370209400223,0.94008797591005,-0.00428223349017276
22,9,0.5,1,245,0.000532217170834064,0.0696898496240602,0.1,0.941846600516973,0.937464719166992,-0.00438188134998141
22,9,0.5,2,244,0.0696898496240602,0.185064040916244,0.001,0.877214230131881,0.878014819151139,0.000800589019257725
22,9,0.5,2,244,0.0696898496240602,0.185064040916244,0.01,0.882357789410781,0.883758065315693,0.0014002759049121
